ra,hd,hr,gl,bf,dec,proper,dist,mag,ci,spect,con
177.26494499999998,102647.0,4534.0,Gl 448,94Bet Leo,14.57206,Denebola,10.9999,2.14,#D4E0FF,A3Vvar,Leo
177.421155,102776.0,4537.0,,,-63.788478000000005,,182.4818,4.3,#BCD1FF,B3V,Centaurus
177.42387,102713.0,4536.0,,,34.931758,,69.4444,5.73,#F9F3F8,F5IV,Ursa Major
177.485925,102839.0,4538.0,,,-70.22579,,290.6977,4.98,#FED0A4,G5Ib,Musca
177.613665,102878.0,4541.0,,,-62.649381000000005,,100000.0,5.68,#E5EBFF,A3Iab,Centaurus
177.67383,102870.0,4540.0,Gl 449,5Bet Vir,1.764718,,10.929,3.59,#FBF3F4,F8V,Virgo
177.7593,102928.0,4544.0,,,-5.333332,,91.4077,5.62,#FFDEC0,K0IV,Virgo
177.786285,102964.0,4546.0,,,-45.17347,,132.8021,4.47,#FED3AB,K4III,Centaurus
177.923385,103026.0,4548.0,,,-30.834809000000003,,31.1721,5.85,#FDF2F1,F8V,Hydra
177.96355499999999,103079.0,4549.0,,,-65.20591,,111.1111,4.89,#BED3FE,B4V,Musca
178.04305499999998,103101.0,4551.0,,,-56.987741,,102.8807,5.56,#D1DEFF,B4III,Centaurus
178.22719500000002,103192.0,4552.0,,Bet Hya,-33.908124,,94.9668,4.29,#C0D4FE,Ap Si,Hydra
178.45752,103287.0,4554.0,,64Gam UMa,53.694759999999995,Phad,25.5037,2.41,#CEDDFE,A0V SB,Ursa Major
178.67724,103462.0,4558.0,,,-25.713887,,87.7193,5.26,#FFE7D1,G8III,Hydra
178.75008,103516.0,4563.0,,,-63.279180000000004,,100000.0,5.89,#E3EAFF,A3Ib,Centaurus
178.76305499999998,103484.0,4559.0,,6    Vir,8.443942999999999,,52.5762,5.58,#FFE4CB,K0III:,Virgo
178.91720999999998,103596.0,4565.0,,,-28.477103000000003,,167.7852,5.93,#FECA99,K4III,Hydra
178.91888999999998,103578.0,4564.0,,95    Leo,15.646818,,151.7451,5.53,#D7E2FF,A3V,Leo
178.99337999999997,103605.0,4566.0,,66    UMa,56.59856,,94.8767,5.83,#FFDCBB,K1III,Ursa Major
179.003985,103632.0,4567.0,,30Eta Crt,-17.150829,,77.101,5.17,#C7D8FD,A0V,Crater
179.41676999999999,103884.0,4573.0,,,-62.448747999999995,,187.2659,5.59,#BCD1FF,B3V,Crux
179.56347,103961.0,4576.0,,,-56.31731,,233.6449,5.44,#C3D6FD,B8III,Crux
179.69860500000001,104035.0,4578.0,,,-64.33955999999999,,100000.0,5.59,#DEE7FF,A3Ib,Crux
179.82307500000002,104075.0,4581.0,,,33.167004,,227.2727,5.95,#FFDAB7,K1III,Ursa Major
179.90694000000002,104174.0,4583.0,,Eps Cha,-78.221839,,110.8647,4.88,#C4D6FD,B9Vn,Chamaeleon
179.98712999999998,104181.0,4585.0,,7    Vir,3.6551970000000003,,93.633,5.36,#C9D9FD,A1V,Virgo
180.185205,104304.0,4587.0,Gl 454,,-10.446014,,12.7632,5.54,#FFECDD,K0IV,Virgo
180.213165,104337.0,4590.0,,,-19.658982,,970.8738,5.28,#B8CFFF,B2IV,Corvus
180.21829499999998,104321.0,4589.0,,8Pi  Vir,6.6143220000000005,,117.7856,4.65,#D8E3FF,A5V,Virgo
180.414525,104438.0,4593.0,,,36.042086,,102.7749,5.59,#FFE0C3,K0III,Ursa Major
180.52858500000002,104513.0,4594.0,,67    UMa,43.0456,,34.27,5.22,#EBEEFF,A7m,Ursa Major
180.65722499999998,104600.0,4597.0,,,-69.192288,,105.7082,5.89,#C2D5FE,B9V,Musca
180.756705,104671.0,4599.0,,The1Cru,-63.31293,,72.0461,4.32,#EBEEFF,Am,Crux
180.914595,104731.0,4600.0,NN 3701,,-42.434056,,25.3229,5.15,#F6F3FB,F6V,Centaurus
181.069155,104827.0,4602.0,,2    Com,21.459153,,101.0101,5.89,#E7ECFF,F0IV-V,Coma Berenices
181.08012,104841.0,4603.0,,The2Cru,-63.165711,,261.7801,4.72,#C2D5FE,B2IV,Crux
181.16218499999997,104878.0,4604.0,,,-68.328912,,106.4963,5.34,#C8D9FD,A0V,Musca
181.19424,104902.0,4605.0,,Kap Cha,-76.519061,,146.1988,5.04,#FECA99,K4III,Chamaeleon
181.23846,104933.0,4607.0,,,-60.968252,,209.6436,5.95,#FDC38A,M2III,Crux
181.302255,104979.0,4608.0,NN 3703,9Omi Vir,8.732985000000001,,50.0501,4.12,#FFE3C8,G8III,Virgo
181.311765,104985.0,4609.0,,,76.905734,,97.0874,5.78,#FFE0C2,G9III,Camelopardalis
181.59606,105151.0,4615.0,,,-65.709453,,125.9446,5.95,#FEF1EC,G8/K0III,Musca
181.720305,105211.0,4616.0,Gl 455.2,Eta Cru,-64.61373,,19.755,4.14,#F1F1FE,F2III,Crux
181.958475,105340.0,4617.0,,,-75.367019,,130.2083,5.17,#FED4AB,K2II/III,Musca
182.02182,105382.0,4618.0,,,-50.661278,,134.4086,4.46,#BBD1FF,B2IIIne,Centaurus
182.06133,105416.0,4620.0,,,-48.692487,,183.8235,5.34,#C8D9FD,A1V,Centaurus
182.08965,105435.0,4621.0,,Del Cen,-50.722425,,127.2265,2.58,#BED2FF,B2IVne,Centaurus
182.103375,105452.0,4623.0,Gl 455.3,1Alp Crv,-24.728875,,14.9365,4.02,#F0F0FF,F0IV/V,Corvus
182.224215,105509.0,4624.0,,,-44.325989,,104.1667,5.75,#E6ECFF,A3III,Centaurus
182.22745500000002,105521.0,4625.0,,,-41.231605,,487.8049,5.51,#C0D4FE,B3IV,Centaurus
182.422125,105639.0,4626.0,,10    Vir,1.897889,,73.046,5.95,#FFDBBA,K3III,Virgo
182.51424,105702.0,4629.0,,11    Vir,5.807008000000001,,44.0529,5.72,#F1F1FE,Am,Virgo
182.53119,105707.0,4630.0,,2Eps Crv,-22.619766000000002,,97.4659,3.02,#FED1A7,K2III,Corvus
182.75030999999998,105943.0,4639.0,,,81.70983199999999,,336.7003,6.0,#FDC58F,K5III:,Camelopardalis
182.76601499999998,105850.0,4635.0,,3    Crv,-23.602423,,58.8235,5.45,#D0DDFE,A1V,Corvus
182.91303000000002,105937.0,4638.0,,Rho Cen,-52.36846,,116.144,3.97,#BCD1FF,B3V,Centaurus
182.96325,105981.0,4640.0,,4    Com,25.870279999999998,,271.7391,5.66,#FECEA1,K4III,Coma Berenices
183.038715,106057.0,4643.0,,5    Com,20.542064,,130.3781,5.6,#FFE3C9,K0II-III,Coma Berenices
183.049665,106112.0,4646.0,,,77.616241,,33.3778,5.14,#F2F1FE,A5m,Camelopardalis
183.09159,106068.0,4644.0,,,-62.950773,,100000.0,5.91,#E8ECFF,B9Ia,Crux
183.354345,106231.0,4648.0,,,-38.929188,,436.6812,5.77,#BDD2FF,B4III,Centaurus
183.35808,106251.0,4650.0,NN 3716,12    Vir,10.262341000000001,,50.1756,5.85,#E9EDFF,A2m,Virgo
183.511275,106321.0,4652.0,,,-45.723919,,175.1313,5.31,#FECEA1,K3III,Centaurus
183.74826,106485.0,4655.0,,,-20.84422,,82.85,5.82,#FFDEC0,K0IIICN...,Corvus
183.78549,106574.0,4659.0,,,70.200008,,142.8571,5.72,#FFD8B4,K2III,Draco
183.786405,106490.0,4656.0,,Del Cru,-58.748928,,105.8201,2.79,#B8CFFF,B2IV,Crux
183.85629,106591.0,4660.0,Gl 459,69Del UMa,57.032617,Megrez,24.6853,3.32,#D2DFFF,A3Vvar,Ursa Major
183.95155499999998,106625.0,4662.0,,4Gam Crv,-17.541929,Gienah Ghurab,47.1032,2.58,#C0D3FE,B8III,Corvus
184.000785,106661.0,4663.0,,6    Com,14.899071,,60.9013,5.09,#D1DEFF,A3V,Coma Berenices
184.031445,106690.0,4666.0,,2    CVn,40.66018,,236.4066,5.69,#FDC792,M1III,Canes Venatici
184.08558000000002,106714.0,4667.0,,7    Com,23.945408999999998,,76.4526,4.93,#FFE3C9,K0III,Coma Berenices
184.1256,106760.0,4668.0,,,33.061527000000005,,96.9932,4.99,#FFDAB8,K1III,Coma Berenices
184.373265,106884.0,4672.0,,,53.191331000000005,,105.7082,5.8,#FED1A7,K6III,Ursa Major
184.37740499999998,106887.0,4673.0,,,28.937189,,54.9451,5.71,#DDE6FF,A4m,Coma Berenices
184.393755,106849.0,4671.0,,Eps Mus,-67.960736,,92.4214,4.06,#FDC691,M5III,Musca
184.58718,106911.0,4674.0,,Bet Cha,-79.31224,,91.4913,4.24,#BED3FE,B5Vn,Chamaeleon
184.60947,106983.0,4679.0,,Zet Cru,-64.00307099999999,,109.6491,4.06,#BBD1FF,B2.5V,Crux
184.66798500000002,107070.0,4681.0,,13    Vir,-0.787184,,114.5475,5.9,#DEE6FF,A5Vn,Virgo
184.708515,107193.0,4687.0,,,75.160561,,97.8474,5.47,#CFDDFE,A1V,Draco
184.74912,107079.0,4682.0,,,-55.143002,,151.5152,5.01,#FDC691,M1III,Centaurus
184.952985,107274.0,4690.0,,3    CVn,48.984148,,180.8318,5.28,#FDC58F,M0III,Canes Venatici
184.97649,107259.0,4689.0,,15Eta Vir,-0.6668029999999999,,81.367,3.89,#CCDBFE,A2IV,Virgo
185.04489,107295.0,4691.0,,,-22.1757,,118.3432,5.94,#FFE9D7,K0III+...,Corvus
185.08200000000002,107325.0,4693.0,,,26.619482,,49.3583,5.52,#FFDDBC,K2III-IV,Coma Berenices
185.08741500000002,107328.0,4695.0,,16    Vir,3.3125739999999997,,94.4287,4.97,#FFD9B5,K1III,Virgo
185.1402,107348.0,4696.0,,5Zet Crv,-22.215901000000002,,127.3885,5.2,#C1D4FE,B8V,Corvus
185.17929,107383.0,4697.0,,11    Com,17.792868,,88.8889,4.72,#FFE1C4,G8III,Coma Berenices
185.211915,107465.0,4701.0,,70    UMa,57.864118000000005,,194.9318,5.54,#FECC9D,K5III,Ursa Major
185.232135,107418.0,4699.0,,,-13.565724,,61.6903,5.14,#FFDFC1,K0III,Corvus
185.340465,107446.0,4700.0,,Eps Cru,-60.401146999999995,,70.4722,3.59,#FECFA2,K3/K4III,Crux
185.489295,107543.0,4702.0,,,-56.374385,,694.4444,5.91,#FEC996,K4III + (F),Crux
185.53069499999998,107566.0,4703.0,,Zet2Mus,-67.52210500000001,,101.1122,5.15,#E1E9FF,Am,Musca
185.55013499999998,107567.0,4704.0,,Zet1Mus,-68.307316,,100.2004,5.73,#FFDFC2,K0III,Musca
185.62630499999997,107700.0,4707.0,,12    Com,25.84616,,90.3342,4.78,#FBF3F4,F8:p...,Coma Berenices
185.706045,107696.0,4706.0,,,-57.676131999999996,,110.8647,5.38,#C0D4FE,B9V,Crux
185.83995000000002,107815.0,4711.0,,6    Crv,-24.840669000000002,,101.5228,5.66,#FFDAB7,K1III,Corvus
185.89761000000001,107832.0,4712.0,,,-35.412677,,136.2398,5.32,#C3D5FD,B8/B9V,Centaurus
185.93647499999997,107860.0,4714.0,,,-38.911381,,102.7749,5.79,#C3D6FD,B8/B9V,Centaurus
186.00620999999998,107950.0,4716.0,,5    CVn,51.562257,,118.4834,4.76,#FFE7D2,G7III,Canes Venatici
186.07719,107966.0,4717.0,,13    Com,26.098606,,81.103,5.17,#D3E0FF,A3V,Coma Berenices
186.2634,108135.0,4726.0,,71    UMa,56.777828,,263.1579,5.82,#FDC58F,M3III,Ursa Major
186.299025,108107.0,4722.0,,,-11.61059,,70.5219,5.95,#CEDCFE,A1V,Virgo
186.34059,108114.0,4724.0,,,-35.186417,,134.5895,5.71,#C3D5FD,B9IV/V,Centaurus
186.46229999999997,108225.0,4728.0,,6    CVn,39.018615999999994,,80.1925,5.01,#FFE3CA,G8III-IV,Canes Venatici
186.60026999999997,108283.0,4733.0,,14    Com,27.268237,,84.6024,4.92,#EAEEFF,F0p,Coma Berenices
186.63237,108257.0,4732.0,,,-51.450635,,137.3626,4.82,#BDD2FF,B3Vn,Centaurus
186.649665,108248.0,4730.0,,Alp1Cru,-63.099092000000006,Acrux,98.7167,0.77,#B3CCFE,B0.5IV,Crux
186.71538,108323.0,4735.0,,,-32.830121000000005,,155.521,5.56,#CADAFD,B9V,Hydra
186.73449,108381.0,4737.0,,15Gam Com,28.268423,,51.2821,4.35,#FFDBB9,K2IIICN+...,Coma Berenices
186.747075,108382.0,4738.0,,16    Com,26.825699,,85.1789,4.98,#D4E0FF,A4V,Coma Berenices
186.870285,108396.0,4739.0,,,-58.991756,,135.8696,5.38,#FEC895,M4/M5III,Crux
186.89631,108502.0,4745.0,,73    UMa,55.712724,,127.8772,5.68,#FDC792,M2III,Ursa Major
187.009965,108483.0,4743.0,,Sig Cen,-50.230635,,126.2626,3.91,#B8CFFF,B3V,Centaurus
187.09362000000002,108541.0,4748.0,,,-39.041171999999996,,133.8688,5.45,#C2D5FE,B8/B9V,Centaurus
187.227945,108662.0,4752.0,,17    Com,25.912851999999997,,72.8863,5.29,#C4D6FD,A0p,Coma Berenices
187.362675,108722.0,4753.0,,18    Com,24.108925,,61.6143,5.47,#F8F3F9,F5III,Coma Berenices
187.43016000000003,108765.0,4756.0,,20    Com,20.896109,,84.0336,5.68,#D4E0FF,A3V,Coma Berenices
187.466085,108767.0,4757.0,,7Del Crv,-16.515432,Algorab,26.6312,2.94,#C8D9FD,B9.5V,Corvus
187.47582,108732.0,4754.0,,,-56.52494,,156.0062,5.78,#FDC793,M1III,Crux
187.489005,108844.0,4760.0,,74    UMa,58.405742000000004,,83.7521,5.37,#E2E9FF,A5e...,Ursa Major
187.491195,108759.0,4755.0,,,-41.735901,,226.2443,6.0,#FEC997,M2II/III,Centaurus
187.52802,108907.0,4765.0,,4    Dra,69.201123,,190.4762,5.01,#FDC58F,M3IIIa,Draco
187.57269000000002,108821.0,4759.0,,,-23.696419,,301.2048,5.63,#FDC38B,M0III,Corvus
187.75234500000002,108945.0,4766.0,,21    Com,24.567168,,82.713,5.47,#D0DDFE,A2pvar,Coma Berenices
187.79143499999998,108903.0,4763.0,,Gam Cru,-57.113212,Gacrux,27.1518,1.59,#FDC691,M4III,Crux
187.918065,108968.0,4768.0,,,-59.423922,,429.1845,5.49,#FFF1EB,F5III,Crux
187.9839,109000.0,4771.0,,,-63.505838,,75.1315,5.96,#E9EDFF,A8III,Crux
188.01765,109085.0,4775.0,Gl 471.2,8Eta Crv,-16.196007,,18.2815,4.3,#F4F2FD,F2V,Corvus
188.041335,108970.0,4769.0,,,-73.001056,,106.6098,5.88,#FFDDBE,K1III,Musca
188.11701,109026.0,4773.0,,Gam Mus,-72.132988,,99.6016,3.84,#BCD1FF,B5V,Musca
188.15001,109141.0,4776.0,,,-13.859105,,38.1679,5.74,#F3F2FD,F3IV/V,Corvus
188.37087000000002,109387.0,4787.0,,5Kap Dra,69.788238,,150.3759,3.85,#BFD3FE,B6IIIp,Draco
188.39274,109272.0,4779.0,,,-12.830203,,49.3583,5.58,#FFE8D3,G8III/IV,Corvus
188.41215,109317.0,4783.0,,,33.247584,,89.3655,5.42,#FFE0C4,K0IIICN...,Canes Venatici
188.43616500000002,109358.0,4785.0,Gl 475,8Bet CVn,41.357479999999995,,8.4395,4.24,#FEF2EE,G0V,Canes Venatici
188.44479,109309.0,4781.0,,21    Vir,-9.452077000000001,,79.2393,5.48,#C6D7FD,A0V,Virgo
188.596815,109379.0,4786.0,,9Bet Crv,-23.396759,Kraz,44.6628,2.65,#FFE6D0,G5II,Corvus
188.67672,109409.0,4788.0,,,-44.673018,,28.3206,5.76,#FFEFE5,G4IV,Centaurus
188.68353000000002,109551.0,4795.0,,6    Dra,70.02176999999999,,184.5018,4.95,#FED2A8,K2III,Draco
188.712855,109485.0,4789.0,,23    Com,22.629259,,95.057,4.8,#CBDAFE,A0IV,Coma Berenices
188.78233500000002,109511.0,4792.0,,24    Com,18.377057999999998,,138.1215,5.03,#FFDAB7,K2III,Coma Berenices
188.78403,109519.0,4793.0,,,21.881384,,195.6947,5.86,#FFD5AF,K1III,Coma Berenices
188.93980499999998,109536.0,4794.0,,,-41.021945,,35.524,5.12,#E4EBFF,A7III,Centaurus
189.004335,109573.0,4796.0,,,-39.869505,,72.7802,5.78,#CADAFD,A0V,Centaurus
189.19731,109704.0,4799.0,,25    Vir,-5.831898000000001,,69.0131,5.88,#D2DFFF,A3V,Virgo
189.24305999999999,109742.0,4801.0,,25    Com,17.089536,,194.5525,5.7,#FECD9E,K5III,Coma Berenices
189.29608499999998,109668.0,4798.0,,Alp Mus,-69.135564,,96.7118,2.69,#BAD0FF,B2IV-V,Musca
189.426135,109799.0,4803.0,,,-27.138888,,34.3289,5.41,#F0F0FF,F0V,Hydra
189.42591,109787.0,4802.0,,Tau Cen,-48.541304,,40.2414,3.85,#CFDDFE,A2V,Centaurus
189.593355,109896.0,4807.0,,,1.8546619999999998,,151.0574,5.68,#FDC691,M3III,Virgo
189.68589,109931.0,4809.0,,,-18.2501,,67.2948,6.0,#EEEFFF,F0V,Corvus
189.76443,109960.0,4810.0,,,-30.422387,,191.5709,5.86,#FFD7B2,K2/K3III,Hydra
189.780465,110024.0,4815.0,,26    Com,21.062559,,83.8223,5.49,#FFE2C7,G9III,Coma Berenices
189.81153,110014.0,4813.0,,26Chi Vir,-7.995564,,90.009,4.66,#FFD5AF,K2III,Virgo
189.96891000000002,110073.0,4817.0,,,-39.987302,,111.8568,4.63,#C2D5FE,B8II/III,Centaurus
190.31647499999997,110317.0,4821.0,,,-13.013900999999999,,78.9266,5.17,#F7F3FA,F3IV,Corvus
190.345845,110287.0,4818.0,,,-46.145581,,277.7778,5.84,#FECB9B,K3II,Centaurus
190.379565,110304.0,4819.0,,Gam Cen,-48.959888,,39.9042,2.2,#C7D8FD,A1IV,Centaurus
190.415175,110379.0,4825.0,Gl 482A,29Gam Vir,-1.449375,Porrima,11.685,2.74,#F3F2FE,F0V+...,Virgo
190.471065,110411.0,4828.0,,30Rho Vir,10.235625,,36.2713,4.88,#D2DFFF,A0V,Virgo
190.485765,110335.0,4823.0,,,-59.685818999999995,,293.2551,4.91,#C5D7FD,B6IV,Crux
190.487985,110423.0,4829.0,,31    Vir,6.806617,,71.5308,5.57,#CAD9FD,A2V,Virgo
190.64787,110458.0,4831.0,,,-48.813109000000004,,58.4454,4.66,#FFDDBE,K0III,Centaurus
190.709475,110432.0,4830.0,,,-63.058624,,373.1343,5.27,#E1E9FF,B2pe,Crux
190.788315,110506.0,4834.0,,,-56.176224,,117.096,5.99,#C2D5FE,B9Vn,Crux
190.90854,110646.0,4837.0,,,-1.5769959999999998,,66.9792,5.91,#FFE8D4,G8IIIp,Virgo
191.00221499999998,110666.0,4839.0,,,-28.323957,,126.4223,5.46,#FED1A5,K3III,Hydra
191.24778,110897.0,4845.0,Gl 484,10    CVn,39.278915999999995,,17.3762,5.95,#FDF2F1,G0V,Canes Venatici
191.28261,110914.0,4846.0,,,45.440256,,320.5128,5.42,#FF9D3B,C7Iab,Canes Venatici
191.40441,110951.0,4847.0,,32    Vir,7.673325999999999,,77.4593,5.22,#EFF0FF,A8m,Virgo
191.40825,110829.0,4842.0,,Iot Cru,-60.981318,,36.8053,4.69,#FFDFC0,K1III,Crux
191.57019000000003,110879.0,4844.0,,Bet Mus,-68.10811899999999,,104.712,3.04,#BAD0FF,B2V,Musca
191.59392,111028.0,4849.0,,33    Vir,9.539684,,45.1467,5.65,#FFE2C6,K1III-IV,Virgo
191.594715,110956.0,4848.0,,,-56.488815,,117.9245,4.62,#BCD1FF,B3V,Crux
191.661495,111067.0,4851.0,,27    Com,16.577691,,104.1667,5.12,#FED1A5,K3III,Coma Berenices
191.69262,111032.0,4850.0,,,-33.315483,,108.9325,5.87,#FED1A7,K3III,Centaurus
191.82891,111270.0,4859.0,,,62.781155000000005,,60.2773,5.88,#E3EAFF,A9V,Ursa Major
191.89309500000002,111335.0,4863.0,,7    Dra,66.790304,,227.2727,5.43,#FDC793,K5III,Draco
191.930385,111123.0,4853.0,,Bet Cru,-59.688764,Becrux,85.3971,1.25,#B3CCFE,B0.5III,Crux
192.109455,111295.0,4860.0,,,-27.597384,,98.2318,5.65,#FFE4CA,G8III,Hydra
192.16416,111456.0,4867.0,Wo 9417,,60.319821999999995,,24.0442,5.83,#F9F3F8,F5V,Ursa Major
192.225885,111397.0,4865.0,,29    Com,14.122584,,122.399,5.71,#CCDBFE,A1V,Coma Berenices
192.27825,112014.0,4892.0,,,83.41783199999999,,123.0012,5.92,#CBDAFE,A0V,Camelopardalis
192.30744,112028.0,4893.0,,,83.412901,,178.8909,5.38,#CDDCFE,A1IIIsh,Camelopardalis
192.32274,111469.0,4869.0,,30    Com,27.552379,,92.9368,5.76,#CFDDFE,A2V,Coma Berenices
192.43731,111315.0,4862.0,,,-71.98626,,143.2665,5.55,#FFD9B7,G8Ib/II,Musca
192.544815,111604.0,4875.0,,,37.516937,,109.7695,5.87,#DEE7FF,A3V,Canes Venatici
192.671535,111597.0,4874.0,,,-33.999302,,122.6994,4.9,#C6D7FD,B9V,Centaurus
192.741195,111588.0,4872.0,,,-52.787424,,101.833,5.7,#D9E3FF,A5V,Centaurus
192.82491,111613.0,4876.0,,,-60.329789,,100000.0,5.71,#F1F1FF,A2Iab,Crux
192.92467499999998,111812.0,4883.0,,31    Com,27.540712,,89.1266,4.93,#FFEFE5,G0III,Coma Berenices
192.987225,111774.0,4879.0,,,-39.680431,,142.8571,5.99,#C0D4FE,B7/B8V,Centaurus
193.26753000000002,111884.0,4885.0,,,-54.952473,,126.7427,5.91,#FED2A9,K3III,Centaurus
193.27887,111915.0,4888.0,,,-48.943315000000005,,90.2527,4.33,#FED1A6,K3/K4III,Centaurus
193.323945,112033.0,4894.0,,35    Com,21.244943,,86.8056,4.89,#FFE6CF,G8III,Coma Berenices
193.34124,111904.0,4887.0,,,-60.328489000000005,,100000.0,5.75,#ECEFFF,B9Ia,Crux
193.35910500000003,111968.0,4889.0,Gl 488.1,,-40.178872,,45.5581,4.25,#E4EBFF,A4IV,Centaurus
193.453845,111973.0,4890.0,,Kap Cru,-60.37624399999999,,100000.0,5.89,#E2E9FF,B5Ia,Crux
193.50708,112185.0,4905.0,,77Eps UMa,55.959821,Alioth,25.31,1.76,#C7D8FD,A0p,Ursa Major
193.57776,112131.0,4901.0,,,-11.64857,,68.4932,6.0,#D1DEFF,A2V,Virgo
193.58818499999998,112142.0,4902.0,,40Psi Vir,-9.538994,,166.9449,4.77,#FDC692,M3IIIvar,Virgo
193.6485,112092.0,4898.0,,Mu 1Cru,-57.177924,,127.0648,4.03,#BAD0FF,B2IV-V,Crux
193.653765,112091.0,4899.0,,Mu 2Cru,-57.16867,,124.8439,5.08,#C1D4FE,B5Vne,Crux
193.663335,112078.0,4897.0,,Lam Cru,-59.146701,,117.6471,4.62,#BCD1FF,B4Vn,Crux
193.73552999999998,112264.0,4909.0,,,47.196721999999994,,213.2196,5.75,#FECC9D,M5III,Canes Venatici
193.743285,111482.0,4870.0,,Iot Oct,-85.123369,,107.8749,5.45,#FFE1C6,K0III,Octans
193.744035,112164.0,4903.0,Wo 9423,,-44.151968,,40.0962,5.89,#FFF1EA,G2IV,Centaurus
193.831005,112213.0,4906.0,,,-42.915732,,202.8398,5.46,#FDC38C,M0III,Centaurus
193.86897,112429.0,4916.0,,8    Dra,65.438474,,29.2912,5.23,#EDEFFF,A5n,Draco
193.90087499999998,112300.0,4910.0,,43Del Vir,3.3974699999999998,,60.8273,3.39,#FDC793,M3III,Virgo
193.98807000000002,112244.0,4908.0,,,-56.835806000000005,,100000.0,5.34,#CADAFE,O9Ib,Crux
194.00202,112412.0,4914.0,,12Alp1CVn,38.314912,,36.9004,5.61,#F0F1FF,F0V,Canes Venatici
194.007105,112413.0,4915.0,,12Alp2CVn,38.31838,Cor Caroli,35.1989,2.89,#BFD3FE,A0spe...,Canes Venatici
194.073315,112486.0,4917.0,,,54.099489,,86.6551,5.84,#E2E9FF,A5m,Ursa Major
194.13213000000002,112219.0,4907.0,,,-72.18521199999999,,176.3668,5.93,#FFDBBA,G8III,Musca
194.26818,112409.0,4913.0,,,-51.198752,,112.9944,5.17,#C3D5FD,B8V,Centaurus
194.697135,113049.0,4927.0,,,75.47250799999999,,166.113,6.0,#FFE0C2,K0III,Draco
194.73102,112769.0,4920.0,,36    Com,17.409446,,99.4036,4.76,#FDC793,M0III,Coma Berenices
194.91465,112846.0,4921.0,,44    Vir,-3.811926,,77.9423,5.79,#E2E9FF,A3V,Virgo
194.979975,113092.0,4928.0,,9    Dra,66.597272,,191.5709,5.37,#FED3AB,K2III,Draco
195.06864000000002,112989.0,4924.0,,37    Com,30.785021,,202.4291,4.88,#FFD9B6,K1IIIp,Coma Berenices
195.149775,112992.0,4925.0,,46    Vir,-3.3684879999999997,,100.3009,5.99,#FFDBBA,K2III,Virgo
195.181875,113139.0,4931.0,,78    UMa,56.366338,,25.4453,4.93,#F3F2FE,F2V,Ursa Major
195.290055,113095.0,4929.0,,38    Com,17.123147,,124.6883,5.97,#FFE2C8,K0III,Coma Berenices
195.54416999999998,113226.0,4932.0,,47Eps Vir,10.95915,Vindemiatrix,33.6022,2.85,#FFE4CC,G8IIIvar,Virgo
195.566385,112985.0,4923.0,,Del Mus,-71.548855,,27.8707,3.61,#FFD8B3,K2III,Musca
195.772305,113120.0,4930.0,,,-71.475729,,306.7485,5.93,#CAD9FD,B1.5IIIne,Musca
195.88884,113314.0,4933.0,,Xi 1Cen,-49.527264,,67.6133,4.83,#CDDBFE,A0V,Centaurus
195.94212000000002,113415.0,4935.0,Gl 496A,,-20.583497,,28.2087,5.58,#FDF2F1,F7V,Virgo
196.43517,113797.0,4943.0,,14    CVn,35.798899,,104.3841,5.2,#C4D6FD,B9V,Canes Venatici
196.46779500000002,113847.0,4945.0,,,45.26855,,132.626,5.64,#FFDAB8,K1III,Canes Venatici
196.56963,113703.0,4940.0,,,-48.463289,,119.6172,4.71,#BCD2FF,B5V,Centaurus
196.588515,113848.0,4946.0,,39    Com,21.153397000000002,,49.6771,6.0,#F4F2FC,F4V,Coma Berenices
196.59417,113866.0,4949.0,Gl 499.1,40    Com,22.616187,,225.7336,5.53,#FECC9C,M5III,Coma Berenices
196.646145,113778.0,4941.0,,,-41.588443,,105.5966,5.59,#FFDFC0,K0II/III,Centaurus
196.726035,113852.0,4947.0,,,-35.862033000000004,,76.8049,5.63,#CFDDFE,A0V,Centaurus
196.72769999999997,113791.0,4942.0,,Xi 2Cen,-49.906246,,143.2665,4.27,#B9D0FF,B1.5V,Centaurus
196.79469,113996.0,4954.0,,41    Com,27.624740999999997,,101.626,4.8,#FECB9A,K5III,Coma Berenices
196.85127,113823.0,4944.0,,,-59.86051,,170.068,5.98,#F7F3FA,B9IV+...,Centaurus
196.90957499999996,113902.0,4951.0,,,-53.459764,,100.1001,5.7,#C3D6FD,B8V,Centaurus
196.97421,114038.0,4955.0,,49    Vir,-10.740408,,94.2507,5.15,#FFDAB8,K2III,Virgo
197.02981499999999,113904.0,4952.0,,The Mus,-65.306023,,100000.0,5.44,#C6D7FD,WC6 + O9.5I,Musca
197.13528,114113.0,4957.0,,,-8.984385000000001,,97.0874,5.57,#FFD8B4,K3III,Virgo
197.263635,114149.0,4958.0,,45Psi Hya,-23.11807,,70.9723,4.94,#FFDFC1,K0III,Hydra
197.30181,114256.0,4960.0,,,10.022468,,94.518,5.79,#FFE0C3,K0III,Virgo
197.43867,114287.0,4961.0,,50    Vir,-10.329327000000001,,212.766,5.95,#FECA99,K5III,Virgo
197.449365,114326.0,4962.0,,,16.848611,,206.1856,5.91,#FECC9D,K5III,Coma Berenices
197.487465,114330.0,4963.0,,51The Vir,-5.53901,,96.8054,4.38,#C9D9FD,A1V,Virgo
197.497035,114378.0,4968.0,Gl 501A,42Alp Com,17.529431,,17.8253,4.32,#F8F3F9,F5V,Coma Berenices
