ra,hd,hr,gl,bf,dec,proper,dist,mag,ci,spect,con
0.269115,224834.0,9081.0,,Tau Phe,-48.809876,,181.8182,5.71,#FFE5CE,G8III,Phoenix
0.333825,224865.0,9082.0,,,-50.337373,,166.3894,5.53,#FDC590,M2III,Phoenix
0.39924000000000004,224889.0,9084.0,,The Oct,-77.065724,,66.5779,4.78,#FFD5AD,K2III,Octans
0.404235,224893.0,9085.0,,,61.222801000000004,,943.3962,5.58,#F5F2FC,F0III,Cassiopeia
0.45603,224926.0,9087.0,,29    Psc,-3.027504,,139.2758,5.13,#BED2FF,B7III-IV,Pisces
0.49008,224935.0,9089.0,,30    Psc,-6.0140720000000005,,132.4503,4.37,#FDC58E,M3III,Pisces
0.5420849999999999,224930.0,9088.0,Gl 914A,85    Peg,27.082256,,12.1699,5.8,#FFEFE4,G3V,Pegasus
0.583005,224990.0,9091.0,,Zet Scl,-29.720414,,154.0832,5.04,#BCD1FF,B4V,Sculptor
0.62376,225003.0,9093.0,,32    Psc,8.485463000000001,,36.9004,5.7,#EEF0FF,F0V,Pisces
0.650355,225009.0,9094.0,,,66.098966,,100000.0,5.87,#FFDDBE,G8III,Cassiopeia
0.93495,225132.0,9098.0,,2    Cet,-17.335988,,83.4725,4.55,#C5D6FD,B9IVn,Cetus
1.05693,225180.0,9100.0,,9    Cas,62.287664,,100000.0,5.9,#EAEEFF,A1III,Cassiopeia
1.0824749999999999,225197.0,9101.0,,,-16.529035999999998,,90.6618,5.78,#FFDDBD,K0III,Cetus
1.1254950000000001,225212.0,9103.0,,3    Cet,-10.509523,,641.0256,4.99,#FDC58F,K3Ibvar,Cetus
1.171965,225253.0,9108.0,,,-71.436891,,175.4386,5.59,#C0D4FE,B8III,Tucana
1.17456,225216.0,9104.0,,,67.166445,,92.6784,5.68,#FFDEC0,K1III,Cepheus
1.275585,225289.0,9110.0,,,61.31397,,221.7295,5.8,#C3D5FD,B8MNp...,Cassiopeia
1.33392,28.0,3.0,,33    Psc,-5.707618,,39.4945,4.61,#FFE0C2,K1III,Pisces
1.424835,87.0,4.0,,86    Peg,13.396266,,114.2857,5.55,#FFE6CF,G5III,Pegasus
1.56534,123.0,5.0,Gl 4.1A,,58.436733,,21.4777,5.98,#FFEFE5,G5V,Cassiopeia
1.5791549999999999,142.0,6.0,Gl 4.2A,,-49.075191,,25.7136,5.7,#FBF3F4,G1IV...,Phoenix
1.6105500000000001,144.0,7.0,,10    Cas,64.196168,,265.9574,5.57,#C7D8FD,B9III,Cassiopeia
1.945395,319.0,12.0,,,-22.50856,,78.3699,5.93,#DAE4FF,A1V,Cetus
2.014545,344.0,13.0,,,-33.529326,,94.9668,5.67,#FFDBBA,K1III,Sculptor
2.07306,360.0,16.0,,,-8.824112,,98.4252,5.99,#FFDFC2,G8III:,Cetus
2.096865,358.0,15.0,,21Alp And,29.090432,Alpheratz,29.7442,2.07,#C6D7FD,B9p,Andromeda
2.26008,448.0,22.0,,87    Peg,18.211963,,87.4126,5.57,#FFDFC1,G9III,Pegasus
2.293305,432.0,21.0,Gl 8,11Bet Cas,59.14978000000001,Caph,16.7842,2.28,#F4F2FD,F2III-IV,Cassiopeia
2.3377649999999996,493.0,24.0,,Kap1Scl,-27.987928000000004,,77.4593,5.42,#F6F3FB,F3V,Sculptor
2.35254,496.0,25.0,Gl 9.1,Eps Phe,-45.747426000000004,,44.2087,3.88,#FFE0C4,K0III,Phoenix
2.50917,560.0,26.0,,34    Psc,11.145813,,93.633,5.54,#C3D6FD,B9V,Pisces
2.509395,636.0,30.0,,Gam3Oct,-82.224047,,78.064,5.29,#FFDFC0,K1/K2III,Octans
2.57862,587.0,29.0,,,-5.248588,,58.309,5.84,#FFE2C8,K1III,Pisces
2.58018,571.0,27.0,,22    And,46.072272,,377.3585,5.01,#F5F2FC,F2II,Andromeda
2.678475,645.0,31.0,,,-12.579897,,75.0188,5.84,#FFE1C5,K0III,Cetus
2.816085,693.0,33.0,Gl 10,6    Cet,-15.467977,,18.7477,4.89,#FAF3F6,F5V,Cetus
2.8934100000000003,720.0,34.0,,Kap2Scl,-27.799737,,243.309,5.41,#FED1A5,K2III,Sculptor
2.93328,739.0,35.0,NN 3013,The Scl,-35.133119,,21.2766,5.24,#F9F3F8,F3/F5V,Sculptor
3.041595,787.0,37.0,,,-17.938278,,190.8397,5.29,#FECB9A,K4III,Cetus
3.30897,886.0,39.0,,88Gam Peg,15.183596,Algenib,120.048,2.83,#B9CFFF,B2IV,Pegasus
3.331485,1032.0,47.0,,,-84.993978,,298.5075,5.78,#FDC288,M0/M1III,Octans
3.3786,905.0,41.0,,23    And,41.03537,,34.904,5.71,#F0F0FF,F0IV,Andromeda
3.4260150000000005,942.0,42.0,,,-26.022345,,396.8254,5.94,#FEC895,K5III,Sculptor
3.61512,1014.0,46.0,,,-7.780532000000001,,178.5714,5.13,#FDC691,M3IIIvar,Cetus
3.6506700000000003,1013.0,45.0,,89Chi Peg,20.206702,,112.8668,4.79,#FDC793,M2III,Pegasus
3.6600750000000004,1038.0,48.0,,7    Cet,-18.932866,,137.1742,4.44,#FDC48E,M1III,Cetus
3.7271400000000003,1064.0,51.0,,,-9.569571,,103.8422,5.77,#C2D5FE,B9V,Cetus
4.0368900000000005,1187.0,57.0,,,-31.446394,,152.207,5.66,#FED0A5,K2III,Sculptor
4.237695,1239.0,60.0,,,61.533184999999996,,190.1141,5.74,#FFE6CF,G8III,Cassiopeia
4.272945000000001,1280.0,63.0,,24The And,38.681636,,94.697,4.61,#D0DEFE,A2V,Andromeda
4.287674999999999,1279.0,62.0,,,47.947404999999996,,343.6426,5.86,#C2D5FE,B7III,Cassiopeia
4.581945,1404.0,68.0,,25Sig And,36.785224,,41.3223,4.51,#CFDDFE,A2V,Andromeda
4.659375,1439.0,71.0,,,31.517227000000002,,166.6667,5.88,#C8D8FD,A0IV,Andromeda
4.856985,1522.0,74.0,,8Iot Cet,-8.823921,,84.1751,3.56,#FFD7B1,K2III,Cetus
5.01213,1581.0,77.0,Gl 17,Zet Tuc,-64.874791,,8.5866,4.23,#FDF2EF,F9V,Tucana
5.101665,1606.0,78.0,,,30.935614,,159.7444,5.89,#C0D4FE,B7V,Andromeda
5.149424999999999,1635.0,80.0,,41    Psc,8.190271000000001,,125.0,5.38,#FED1A6,K3III,Pisces
5.16267,1685.0,83.0,,Pi  Tuc,-69.624913,,97.561,5.5,#C5D6FD,B9V,Tucana
5.1896700000000004,1632.0,79.0,,,32.911186,,191.9386,5.79,#FDC691,K5III,Andromeda
5.280255,1671.0,82.0,,27Rho And,37.968603,,48.5437,5.16,#F8F3F9,F5III,Andromeda
5.36979,1801.0,87.0,,,-77.426873,,174.8252,5.96,#FECEA1,K3III,Hydrus
5.379975,1737.0,84.0,,Iot Scl,-28.981469,,101.3171,5.18,#FFE1C5,K0III,Sculptor
5.442795,1760.0,85.0,,,-20.058024,,270.2703,5.61,#FDC792,M5/M6Ib/II,Cetus
6.06522,1976.0,91.0,,,52.019914,,306.7485,5.58,#BFD3FE,B5IV,Cassiopeia
6.197895000000001,2011.0,93.0,,12    Cas,61.831056999999994,,215.0538,5.38,#CADAFD,B9III,Cassiopeia
6.276674999999999,2054.0,96.0,,,53.046786,,158.2278,5.72,#C4D6FD,B9IV,Cassiopeia
6.350865,2114.0,97.0,,44    Psc,1.9396919999999997,,144.0922,5.77,#FFE8D4,G5III,Pisces
6.41874,2151.0,98.0,Gl 19,Bet Hyi,-77.25424699999999,,7.4588,2.82,#FEF1EB,G2IV,Hydrus
6.55074,2262.0,100.0,Gl 20,Kap Phe,-43.679829,,23.8095,3.93,#DFE7FF,A7V,Phoenix
6.5708400000000005,2261.0,99.0,,Alp Phe,-42.305981,Ankaa,25.974,2.4,#FFDDBD,K0III...,Phoenix
6.811275,2363.0,102.0,,,-25.54717,,176.0563,5.99,#FFE0C3,K0III,Sculptor
6.982080000000001,2429.0,105.0,,Eta Scl,-33.007166999999995,,138.5042,4.86,#FDC58E,M2/M3III,Sculptor
7.012124999999999,2411.0,103.0,,47    Psc,17.893125,,162.0746,5.01,#FDC792,M3IIIvar,Pisces
7.05681,2421.0,104.0,,,44.394452,,86.6551,5.18,#CEDCFE,A2Vs,Andromeda
7.110405,2490.0,109.0,,,-39.915002,,115.2074,5.42,#FEC894,M0III,Phoenix
7.509825000000001,2637.0,117.0,,12    Cet,-3.957332,,173.913,5.72,#FEC895,M0III,Cetus
7.530675,2628.0,114.0,,28    And,29.751557000000002,,62.7746,5.2,#EAEDFF,A7III,Andromeda
7.583010000000001,2626.0,113.0,,,59.977554000000005,,235.8491,5.94,#C9D9FD,B9IIIn,Cassiopeia
7.594395,2696.0,118.0,,,-23.787679999999998,,53.1067,5.17,#D9E3FF,A3V,Cetus
7.60863,2726.0,120.0,,,-48.214909999999996,,43.0849,5.67,#F3F2FE,F2V,Phoenix
7.85391,2834.0,125.0,,Lam1Phe,-48.803514,,52.9661,4.76,#CBDBFE,A0V,Phoenix
7.856805,2767.0,122.0,,,33.581641999999995,,116.144,5.88,#FFDAB8,K1III...,Andromeda
7.885875,2884.0,126.0,,Bet1Tuc,-62.958218,,41.4079,4.36,#C3D6FD,B9V,Tucana
7.88919,2885.0,127.0,,Bet2Tuc,-62.965561,,51.6529,4.53,#DBE5FF,A2V,Tucana
7.921575000000001,2774.0,124.0,,,52.839526,,116.8224,5.59,#FFD9B6,K2III,Cassiopeia
7.943085,2772.0,123.0,,14Lam Cas,54.522289,,115.7407,4.74,#C0D4FE,B8Vn,Cassiopeia
8.099085,2913.0,132.0,,51    Psc,6.955463000000001,,80.9717,5.69,#C8D8FD,B9.5V,Pisces
8.147835,2910.0,131.0,,52    Psc,20.294316000000002,,80.0,5.38,#FFDEBF,K0III,Pisces
8.18268,3003.0,136.0,Wo 9015A,Bet3Tuc,-63.0315,,45.5581,5.07,#CEDCFE,A0V,Tucana
8.249955000000002,2905.0,130.0,,15Kap Cas,62.931782999999996,,100000.0,4.17,#D9E3FF,B1Ia,Cassiopeia
8.293185,2952.0,135.0,,,54.894985,,114.1553,5.93,#FFDFC2,K0III,Cassiopeia
8.421015,3059.0,138.0,,,-29.558278,,165.0165,5.55,#FED4AD,K1III,Sculptor
8.615609999999998,3158.0,140.0,Gl 22.2,,-52.373090000000005,,25.4842,5.57,#F9F3F7,F3IV-V,Phoenix
8.81199,3196.0,142.0,Gl 23A,13    Cet,-3.5928459999999998,,21.254,5.2,#FDF2F0,F8V...,Cetus
8.88681,3229.0,143.0,,14    Cet,-0.50561,,54.4959,5.94,#F8F3F9,F5IV,Cetus
8.921505,3302.0,147.0,NN 3041,Lam2Phe,-48.000907,,34.8189,5.51,#F9F3F8,F6V,Phoenix
9.03459,3240.0,144.0,,,54.16845,,164.4737,5.08,#C0D4FE,B7III,Cassiopeia
9.113925,3283.0,146.0,,,60.326215000000005,,100000.0,5.78,#ECEFFF,A4III,Cassiopeia
9.193545,3346.0,152.0,,,44.488587,,189.0359,5.14,#FDC792,K5III,Andromeda
9.19713,3379.0,155.0,,53    Psc,15.231725,,318.4713,5.89,#BDD2FF,B2.5IV,Pisces
9.2202,3369.0,154.0,,29Pi  And,33.719344,,183.4862,4.34,#BED3FE,B5V,Andromeda
9.24282,3360.0,153.0,,17Zet Cas,53.896908999999994,,181.8182,3.69,#B8CFFF,B2IV,Cassiopeia
9.335894999999999,3443.0,159.0,Gl 25A,,-24.767267,,15.4012,5.57,#FFEEE2,K1V+...,Cetus
9.338415,3421.0,157.0,,,35.399501,,259.7403,5.45,#FFE7D1,G5III,Andromeda
9.63903,3546.0,163.0,,30Eps And,29.311751,,50.226,4.34,#FFE7D2,G5III...,Andromeda
9.79122,3574.0,164.0,,,49.354589000000004,,641.0256,5.45,#FDC48D,K5III,Cassiopeia
9.83193,3627.0,165.0,,31Del And,30.861024,,32.352,3.27,#FED4AC,K3III...,Andromeda
9.840945000000001,3651.0,166.0,Gl 27,54    Psc,21.250472,,11.0595,5.88,#FFE8D4,K0V,Pisces
9.96642,3750.0,171.0,,,-44.796293,,94.162,6.0,#FFDAB8,K1IIICN...,Phoenix
9.981539999999999,3690.0,167.0,,55    Psc,21.438495,,127.0648,5.36,#FFD9B6,F3V...,Pisces
10.104885,3823.0,176.0,Gl 29,,-59.454604,,24.9563,5.89,#FDF2F0,G1V,Tucana
10.12674,3712.0,168.0,,18Alp Cas,56.53733100000001,Shedir,69.979,2.24,#FFD9B5,K0II-IIIvar,Cassiopeia
10.176554999999999,3807.0,174.0,,,-4.351841,,144.5087,5.9,#FFDDBC,K0III,Cetus
10.27995,3817.0,175.0,,32    And,39.458664,,108.8139,5.3,#FFE6D0,G8III,Andromeda
10.33149,3919.0,180.0,,Mu  Phe,-46.085007,,75.358,4.59,#FFE3CA,G8III,Phoenix
10.44315,3980.0,183.0,,Xi  Phe,-56.501315000000005,,67.0241,5.72,#D9E4FF,Ap,Phoenix
10.514294999999999,3856.0,177.0,,,66.147592,,158.4786,5.83,#FFDFC1,G9III-IV,Cassiopeia
10.516215,3901.0,179.0,,19Xi  Cas,50.512526,,438.5965,4.8,#C0D4FE,B2.5V,Cassiopeia
10.618034999999999,4089.0,187.0,,Rho Tuc,-65.46803,,41.0341,5.38,#FBF3F4,F6V,Tucana
10.674135000000001,4088.0,186.0,,,-60.262806999999995,,70.8215,5.99,#FED2A8,K5III,Tucana
10.838505,4150.0,191.0,,Eta Phe,-57.46306,,75.5287,4.36,#CCDBFE,A0IV,Phoenix
10.86699,4058.0,184.0,,20Pi  Cas,47.024546,,53.6769,4.95,#DEE7FF,A5V,Cassiopeia
10.89735,4128.0,188.0,Gl 31,16Bet Cet,-17.986604999999997,Diphda,29.5334,2.04,#FFE0C3,K0III,Cetus
11.047500000000001,4188.0,194.0,,17Phi1Cet,-10.60955,,71.6332,4.77,#FFE1C5,K0IIIvar,Cetus
11.050245,4211.0,195.0,,Lam2Scl,-38.421686,,103.8422,5.9,#FFDAB7,K1III,Sculptor
11.109179999999999,4142.0,189.0,,,47.863984,,191.2046,5.66,#BFD3FE,B5V...,Cassiopeia
11.1813,4180.0,193.0,,22Omi Cas,48.284364000000004,,215.5172,4.48,#C3D5FE,B5III,Cassiopeia
11.184989999999999,4247.0,197.0,Gl 31.3,,-22.006135,,26.7451,5.22,#F1F1FE,F0V,Cetus
11.237805,4293.0,198.0,,,-42.676558,,64.3915,5.94,#ECEFFF,A7V,Phoenix
11.32161,4222.0,196.0,,,55.221396,,98.8142,5.41,#CCDBFE,A2Vs,Cassiopeia
11.412930000000001,4161.0,192.0,,21    Cas,74.988073,,93.0233,5.64,#D2DFFF,A2IV,Cassiopeia
11.43975,4391.0,209.0,GJ 1021,,-47.551984999999995,,15.1584,5.8,#FFF1EA,G5IV,Phoenix
11.548935,4398.0,210.0,,,-22.522097,,93.2836,5.49,#FFE2C7,G8/K0III,Cetus
11.63733,4408.0,211.0,,57    Psc,15.475504,,238.0952,5.36,#FEC894,M4III,Pisces
11.756070000000001,4482.0,213.0,,58    Psc,11.973849000000001,,86.8056,5.51,#FFE2C7,G8II,Pisces
11.834715000000001,4502.0,215.0,,34Zet And,24.267178,,58.0046,4.08,#FFDCBC,K1II,Andromeda
11.848469999999999,4526.0,216.0,,60    Psc,6.740956,,141.2429,5.98,#FFE4CB,G8III,Pisces
11.930085,4585.0,218.0,,,-18.061339,,108.9325,5.7,#FED3A9,K3III,Cetus
11.941785,4382.0,208.0,,23    Cas,74.847573,,236.4066,5.42,#C3D5FD,B8III,Cassiopeia
12.00444,4622.0,220.0,,,-21.722492000000003,,105.1525,5.57,#C4D6FD,B9V,Cetus
12.037305,4440.0,212.0,,,72.674482,,61.237,5.86,#FFE1C4,K0IV,Cassiopeia
12.07254,4627.0,221.0,,62    Psc,7.2999279999999995,,177.6199,5.92,#FFDCBB,G8III,Pisces
12.09573,4628.0,222.0,Gl 33,,5.280615,96 G. Psc,7.4549,5.74,#FFE6D0,K2V,Pisces
12.146655,4815.0,236.0,,Lam Hyi,-74.923438,,64.9351,5.09,#FED1A6,K5III,Hydrus
12.170595,4656.0,224.0,,63Del Psc,7.5850789999999995,,95.4198,4.44,#FECA99,K5III,Pisces
12.208380000000002,4636.0,223.0,,25Nu  Cas,50.968168,,126.2626,4.9,#C1D4FE,B9III,Cassiopeia
12.244620000000001,4676.0,225.0,Gl 34.1,64    Psc,16.940644,,23.4522,5.07,#FBF3F5,F8V...,Pisces
12.2739,4614.0,219.0,Gl 34A,24Eta Cas,57.815187,,5.9531,3.46,#FEF2EE,G0V SB,Cassiopeia
12.3081,4732.0,228.0,,,-24.136672,,57.9039,5.9,#FFE4CB,K0III,Cetus
12.35673,4730.0,227.0,,,-13.561274,,85.1064,5.59,#FED2A7,K3III,Cetus
12.45351,4727.0,226.0,,35Nu  And,41.078911,,189.3939,4.53,#BDD2FF,B5V SB,Andromeda
12.471494999999999,4757.0,230.0,,65    Psc,27.710286,,88.574,5.55,#F5F2FC,F5III+...,Pisces
12.531645000000001,4813.0,235.0,Gl 37,19Phi2Cet,-10.644326,,15.753,5.17,#FBF3F4,F7IV-V,Cetus
12.671520000000001,4919.0,242.0,,Rho Phe,-50.986816,,74.239,5.24,#F2F1FE,F2III,Phoenix
12.68163,4775.0,233.0,,,64.24754899999999,,196.0784,5.35,#FCF3F3,A4V comp SB,Cassiopeia
13.169265000000001,5098.0,247.0,,,-24.005844,,171.2329,5.47,#FED4AC,K1III,Cetus
13.252064999999998,5112.0,248.0,,20    Cet,-1.14426,,179.8561,4.78,#FEC895,M0III,Cetus
13.267665000000001,5015.0,244.0,Gl 41,,61.12396999999999,,18.7441,4.8,#FCF3F2,F8V,Cassiopeia
13.407585,5276.0,257.0,,,-62.871352,,218.3406,5.73,#FDC793,M4III,Tucana
13.646775000000002,5267.0,254.0,,66    Psc,19.188417,,108.1081,5.8,#C8D8FD,A1Vn,Pisces
13.720005,4853.0,240.0,,,83.707435,,87.7193,5.59,#D6E1FF,A4V,Cepheus
13.742085,5286.0,258.0,,36    And,23.628335,,37.9795,5.46,#FFE0C4,K1IV,Andromeda
13.750725,5234.0,253.0,,26Ups1Cas,58.972698,,100.7049,4.83,#FFD7B1,K2III,Cassiopeia
13.751265,5457.0,270.0,,Lam2Tuc,-69.527084,,68.0272,5.45,#FFDCBC,G7III,Tucana
13.92666,5384.0,263.0,,,-7.347149000000001,,184.5018,5.88,#FEC997,K5III,Cetus
14.006204999999998,5437.0,267.0,,22Phi3Cet,-11.266525999999999,,168.9189,5.35,#FECA98,K4III,Cetus
14.16648,5395.0,265.0,,28Ups2Cas,59.181056000000005,,61.2745,4.62,#FFE3C9,G8III-IV,Cassiopeia
14.177145000000001,5394.0,264.0,,27Gam Cas,60.71674,Cih,168.3502,2.15,#C5D6FD,B0IV:evar,Cassiopeia
14.188275,5448.0,269.0,,37Mu  And,38.499345,,39.7772,3.86,#D9E3FF,A5V,Andromeda
14.195655,5408.0,266.0,,,60.362836,,165.0165,5.56,#C4D6FD,B8V,Cassiopeia
14.301675000000001,5516.0,271.0,,38Eta And,23.417648,,70.4225,4.4,#FFE4CB,G8III-IV,Andromeda
14.458965,5575.0,274.0,,68    Psc,28.992217,,198.8072,5.44,#FFDDBE,G6III,Pisces
14.559225,5608.0,275.0,,,33.950885,,56.3698,5.99,#FFE1C5,K0,Andromeda
14.629275000000002,5550.0,273.0,,,66.351793,,107.4114,5.97,#C9D9FD,A0III,Cassiopeia
14.65149,5737.0,280.0,,Alp Scl,-29.357449,,238.0952,4.3,#BCD1FF,B7IIIp,Sculptor
14.682780000000001,5722.0,279.0,,23Phi4Cet,-11.379975,,98.0392,5.62,#FFE4CA,G7III,Cetus
15.01482,5788.0,282.0,,,44.713243,,119.0476,5.69,#C8D9FD,B9.5Vn,Andromeda
15.326099999999999,6055.0,288.0,,Xi  Scl,-38.916527,,157.4803,5.59,#FFD8B4,K1III,Sculptor
15.610109999999999,6178.0,293.0,,Sig Scl,-31.552004999999998,,71.2251,5.5,#D3E0FF,A1/A2IV,Sculptor
15.704564999999999,6118.0,291.0,,69Sig Psc,31.804263,,132.9787,5.5,#C5D7FD,B9.5V,Pisces
15.704955,6245.0,299.0,,,-46.397311,,73.0994,5.39,#FFE6CF,G8III,Phoenix
15.726104999999999,6116.0,290.0,,39    And,41.345157,,107.2961,5.95,#DDE6FF,A5m,Andromeda
15.73587,6186.0,294.0,,71Eps Psc,7.890135000000001,,55.7414,4.27,#FFE3CA,K0III,Pisces
15.760575,6203.0,296.0,,25    Cet,-4.836601,,102.2495,5.4,#FFDCBB,K0III-IV,Cetus
15.904199999999998,6130.0,292.0,,,61.074822999999995,,613.4969,5.92,#FBF3F4,F0II,Cassiopeia
16.00995,6211.0,298.0,,,52.502161,,326.7974,5.99,#FECC9D,K2,Cassiopeia
16.08126,6210.0,297.0,,,61.580183999999996,,80.7754,5.83,#FDF2F0,F6V,Cassiopeia
16.272315,6397.0,308.0,,72    Psc,14.946132999999998,,54.5852,5.64,#F6F3FB,F4II-III,Pisces
16.420634999999997,6456.0,310.0,,74Psi1Psc,21.473181,,84.317,5.33,#CADAFD,A1Vn,Pisces
16.423785,6457.0,311.0,,74Psi1Psc,21.465442000000003,,85.9107,5.55,#C5D6FD,A0Vn,Pisces
16.521105,6595.0,322.0,,Bet Phe,-46.718414,,100000.0,3.32,#FFE7D1,G8IIIvar,Phoenix
16.521449999999998,6530.0,317.0,,28    Cet,-9.839354,,180.8318,5.58,#CADAFD,A1V,Cetus
16.827569999999998,6793.0,332.0,,Iot Tuc,-61.775289,,93.2836,5.36,#FFE7D1,G5III,Tucana
16.94253,6706.0,329.0,,30    Cet,-9.78555,,47.1476,5.71,#F8F3F9,F7IV,Cetus
16.949354999999997,6767.0,331.0,,Ups Phe,-41.486916,,56.9476,5.21,#DDE6FF,A3V,Phoenix
16.98816,6695.0,328.0,,79Psi2Psc,20.739113,,47.3037,5.56,#D8E3FF,A3V,Pisces
17.003385,6658.0,324.0,,41    And,43.942091999999995,,58.9623,5.04,#D6E2FF,A3m,Andromeda
17.062155,6582.0,321.0,Gl 53A,30Mu  Cas,54.92034,,7.554,5.17,#FFEEE3,G5Vp,Cassiopeia
17.0925,6763.0,330.0,,80    Psc,5.649819,,35.2113,5.51,#F0F0FF,F0III-IV,Pisces
17.096130000000002,6882.0,338.0,,Zet Phe,-55.24576,,91.5751,3.94,#BFD3FE,B6V + B0V,Phoenix
17.139405,6676.0,326.0,,,58.263449,,184.8429,5.77,#C7D8FD,B8V,Cassiopeia
17.14746,6805.0,334.0,NN 3075,31Eta Cet,-10.182264,,37.9939,3.46,#FFD9B6,K2III,Cetus
17.184195,5848.0,285.0,,,86.25709,,85.9107,4.24,#FFD7B1,K2II-III,Cepheus
17.37552,6811.0,335.0,,42Phi And,47.241792,,219.7802,4.26,#CBDAFE,B7III,Andromeda
17.43291,6860.0,337.0,Gl 53.3,43Bet And,35.620558,Mirach,60.5327,2.07,#FDC793,M0IIIvar,Andromeda
17.455005,6903.0,339.0,,81Psi3Psc,19.658407999999998,,115.4734,5.57,#FFEFE4,G0III,Pisces
17.5782,6920.0,340.0,,44    And,42.081475,,52.2739,5.67,#FEF1ED,F8V,Andromeda
17.58105,6953.0,341.0,,,25.457763,,120.7729,5.81,#FECB9B,K5III,Pisces
17.639805000000003,7014.0,347.0,,33    Cet,2.4456700000000002,,235.2941,5.97,#FECA99,K4III,Cetus
17.663685,6829.0,336.0,,31    Cas,68.778621,,84.8896,5.32,#C8D8FD,A0Vnn,Cassiopeia
17.775255,6961.0,343.0,,33The Cas,55.149901,,40.95,4.34,#DEE7FF,A7Vvar,Cassiopeia
17.778194999999997,7034.0,349.0,,82    Psc,31.424736,,147.2754,5.15,#E9EDFF,F0V,Pisces
17.792835,7019.0,348.0,,45    And,37.724121000000004,,242.1308,5.8,#C1D4FE,B7III-IV,Andromeda
17.85642,6960.0,342.0,,,64.20267700000001,,124.0695,5.56,#C4D6FD,B9.5V,Cassiopeia
17.863410000000002,7087.0,351.0,,84Chi Psc,21.03465,,117.6471,4.66,#FFE0C3,K0III,Pisces
17.91513,7106.0,352.0,,83Tau Psc,30.089638,,51.7598,4.51,#FFDCBC,K0III-IV...,Pisces
17.922435000000004,6972.0,345.0,,32    Cas,65.018854,,119.0476,5.57,#C3D5FE,B9IV,Cassiopeia
17.931285,7147.0,353.0,,34    Cet,-2.2510790000000003,,171.8213,5.93,#FECEA1,K4III,Cetus
18.069015,6798.0,333.0,,,79.673963,,82.85,5.6,#CADAFD,A3V,Cepheus
18.189239999999998,7312.0,359.0,,,-37.856479,,69.3963,5.95,#EBEEFF,A9IV: (+F/G),Sculptor
18.432854999999996,7344.0,361.0,,86Zet Psc,7.575353999999999,,53.3049,5.21,#EFF0FF,A7IV,Pisces
18.43728,7318.0,360.0,,85Phi Psc,24.583713,,136.7989,4.67,#FFDFC1,K0III...,Pisces
18.531795000000002,7374.0,364.0,,87    Psc,16.133479,,139.47,5.97,#C2D5FE,B8III,Pisces
18.600165,7439.0,366.0,Gl 54.2A,37    Cet,-7.922826,,23.3863,5.14,#F8F3F9,F5V,Cetus
18.704880000000003,7476.0,368.0,,38    Cet,-0.9737950000000001,,42.9185,5.7,#F7F3FA,F5V,Cetus
18.795645,7570.0,370.0,Gl 55,Nu  Phe,-45.531664,,15.1149,4.97,#FDF2EF,F8V,Phoenix
18.94056,7788.0,377.0,Gl 55.3A,Kap Tuc,-68.875927,,20.9556,4.25,#FAF3F7,F6IV,Tucana
19.04958,7389.0,365.0,,,71.743842,,847.4576,5.87,#FEB771,K1V,Cassiopeia
19.151204999999997,7672.0,373.0,,39    Cet,-2.500368,,80.5802,5.42,#FFE6D0,G5III-IVe,Cetus
19.449810000000003,7804.0,378.0,,89    Psc,3.614466,,75.3012,5.13,#D1DFFF,A3V,Pisces
19.866645000000002,7964.0,383.0,,90Ups Psc,27.264059000000003,,94.4287,4.74,#CDDCFE,A3V,Pisces
19.95123,8036.0,385.0,,42    Cet,-0.509029,,100.7049,5.87,#FFF1EA,A7V...,Cetus
20.020485,7927.0,382.0,,34Phi Cas,58.231611,,100000.0,4.95,#FFEFE5,F0Ia,Cassiopeia
20.280705,8126.0,389.0,,91    Psc,28.738207,,107.4114,5.23,#FECEA1,K5III,Pisces
20.585055,8207.0,390.0,,46Xi  And,45.528778,,65.7462,4.87,#FFDDBE,K0III-IV,Andromeda
20.85396,8388.0,397.0,,,20.468967000000003,,306.7485,5.97,#FDC38B,K5,Pisces
20.878995,8498.0,400.0,,,-30.945617,,299.4012,5.84,#FDC690,M0III,Sculptor
20.919180000000004,8374.0,395.0,,47    And,37.714943,,63.857,5.6,#EAEEFF,A1m,Andromeda
21.00585,8512.0,402.0,,45The Cet,-8.183257000000001,,34.8918,3.6,#FFDEBF,K0III,Cetus
21.085425,8556.0,404.0,,,-6.914656,,46.6418,5.92,#F5F2FC,F4V,Cetus
21.169935000000002,8651.0,408.0,,,-41.492549,,72.2543,5.42,#FFE0C2,K0III,Phoenix
21.27204,8810.0,420.0,,,-64.369478,,277.0083,5.92,#FEC894,M0III,Hydrus
21.405135,8705.0,412.0,,46    Cet,-14.598795999999998,,88.1834,4.9,#FFD6AF,K2III,Cetus
21.453239999999997,8538.0,403.0,,37Del Cas,60.235282999999995,Ruchbah,30.4785,2.66,#DDE6FF,A5Vv SB,Cassiopeia
21.48312,8491.0,399.0,,36Psi Cas,68.130012,,59.8086,4.72,#FFDFC1,K0III,Cassiopeia
21.563595,8723.0,413.0,,93Rho Psc,19.172345999999997,,25.2143,5.35,#F5F2FC,F2V:var,Pisces
21.577755,8671.0,409.0,,,43.457739000000004,,41.7188,5.98,#FBF3F4,F7V,Andromeda
