NOMBRE;ESTADO;MASA;DESCUBRIMIENTO;ACTUALIZACION;ESTADO_PUBLICACION;TIPO_DETECCION;RA;DEC;DISTANCIA_ESTRELLA;MASA_ESTRELLA
Kepler-1512 b;Confirmed;0.06457381;2016;5/12/2016;Announced on a website;Primary Transit;289.274503;44.470253;162;0.73
Kepler-1513 b;Confirmed;0.066992063;2016;5/12/2016;Announced on a website;Primary Transit;289.791634;39.285277;384;0.99
Kepler-1514 b;Confirmed;0.069410317;2016;5/12/2016;Announced on a website;Primary Transit;292.627466;37.860133;379;1.21
Kepler-1515 b;Confirmed;0.071828571;2016;5/12/2016;Announced on a website;Primary Transit;290.97393;48.178162;504;1.3
Kepler-1516 b;Confirmed;0.074246825;2016;5/12/2016;Announced on a website;Primary Transit;291.494603;44.523502;872;1.04
Kepler-1517 b;Confirmed;0.076665079;2016;5/12/2016;Announced on a website;Primary Transit;287.80722;43.188778;869;1.58
Kepler-1518 b;Confirmed;0.079083333;2016;5/12/2016;Announced on a website;Primary Transit;300.332385;44.986137;1140;1.54
Kepler-1519 b;Confirmed;0.081501587;2016;5/12/2016;Announced on a website;Primary Transit;296.667903;49.461861;858;0.94
Kepler-152 b;Confirmed;0.083919841;2014;3/06/2014;Announced on a website;Primary Transit;286.8654785;41.989086;647.6666667;0.896666667
Kepler-152 c;Confirmed;0.086338095;2014;3/06/2014;Announced on a website;Primary Transit;286.8654785;41.989086;437.3333333;0.853333333
Kepler-1521 b;Confirmed;0.088756349;2016;5/12/2016;Announced on a website;Primary Transit;292.690301;37.835001;227;0.81
Kepler-1522 b;Confirmed;0.091174603;2016;5/12/2016;Announced on a website;Primary Transit;289.843226;52.07016;690;0.96
Kepler-1523 b;Confirmed;0.093592857;2016;5/12/2016;Announced on a website;Primary Transit;296.054062;45.827049;918;0.97
Kepler-1524 b;Confirmed;0.096011111;2016;5/12/2016;Announced on a website;Primary Transit;293.885398;39.519818;506;1.17
Kepler-1525 b;Confirmed;0.098429365;2016;5/12/2016;Announced on a website;Primary Transit;290.559517;49.943016;396;1.07
Kepler-1526 b;Confirmed;0.100847619;2016;5/12/2016;Announced on a website;Primary Transit;285.119706;38.866428;576;0.73
Kepler-1527 b;Confirmed;0.103265873;2016;5/12/2016;Announced on a website;Primary Transit;297.414414;46.060818;1560;1.21
Kepler-1528 b;Confirmed;0.105684127;2016;5/12/2016;Announced on a website;Primary Transit;287.402943;46.573986;916;1.03
Kepler-1529 b;Confirmed;0.108102381;2016;5/12/2016;Announced on a website;Primary Transit;289.870716;41.040728;683;0.81
Kepler-153 b;Confirmed;0.110520635;2014;3/06/2014;Announced on a website;Primary Transit;282.4605102;48.257118;639.3333333;0.846666667
Kepler-153 c;Confirmed;0.112938889;2014;3/06/2014;Announced on a website;Primary Transit;282.4605102;48.257118;595.6666667;0.883333333
Kepler-1530 b;Confirmed;0.115357143;2016;5/12/2016;Announced on a website;Primary Transit;288.162502;48.165154;552;0.92
Kepler-1530 c;Confirmed;0.117775397;2016;5/12/2016;Announced on a website;Primary Transit;288.162502;48.165154;552;0.92
Kepler-1531 b;Confirmed;0.120193651;2016;5/12/2016;Announced on a website;Primary Transit;285.146577;39.370798;670;1.16
Kepler-1532 b;Confirmed;0.122611905;2016;5/12/2016;Announced on a website;Primary Transit;296.902813;41.198191;824;0.91
Kepler-1533 b;Confirmed;0.125030159;2016;5/12/2016;Announced on a website;Primary Transit;295.975556;44.713445;852;1.31
Kepler-1534 b;Confirmed;0.127448413;2016;5/12/2016;Announced on a website;Primary Transit;292.395391;43.869072;1107;0.9
Kepler-1535 b;Confirmed;0.129866667;2016;5/12/2016;Announced on a website;Primary Transit;286.613698;38.891969;879;1.08
Kepler-1536 b;Confirmed;0.132284921;2016;5/12/2016;Announced on a website;Primary Transit;291.585187;45.71579;401;0.71
Kepler-1537 b;Confirmed;0.134703175;2016;5/12/2016;Announced on a website;Primary Transit;294.385398;43.82547;503;0.81
Kepler-1538 b;Confirmed;0.137121429;2016;5/12/2016;Announced on a website;Primary Transit;283.345714;45.274456;1291;1.03
Kepler-1539 b;Confirmed;0.139539683;2016;5/12/2016;Announced on a website;Primary Transit;284.219433;44.268543;788;0.84
Kepler-154 b;Confirmed;0.141957937;2014;3/06/2014;Announced on a website;Primary Transit;289.7805176;49.89653;700.3333333;0.89
Kepler-154 c;Confirmed;0.14437619;2014;3/06/2014;Announced on a website;Primary Transit;289.7805176;49.89653;612.6666667;0.89
Kepler-154 d;Confirmed;0.146794444;2016;5/18/2016;Announced on a website;Primary Transit;289.7805176;49.89653;525;0.89
Kepler-154 e;Confirmed;0.149212698;2016;5/12/2016;Announced on a website;Primary Transit;289.7805176;49.89653;437.3333333;0.89
Kepler-154 f;Confirmed;0.151630952;2016;5/12/2016;Announced on a website;Primary Transit;289.7805176;49.89653;349.6666667;0.89
Kepler-1540 b;Confirmed;0.154049206;2016;5/12/2016;Announced on a website;Primary Transit;283.344497;41.201741;262;0.74
Kepler-1541 b;Confirmed;0.15646746;2016;5/12/2016;Announced on a website;Primary Transit;283.787004;48.029564;414;0.86
Kepler-1542 b;Confirmed;0.158885714;2016;5/12/2016;Announced on a website;Primary Transit;285.728495;42.65453;336;0.94
Kepler-1542 c;Confirmed;0.161303968;2016;5/12/2016;Announced on a website;Primary Transit;285.728495;42.65453;336;0.94
Kepler-1542 d;Confirmed;0.163722222;2016;5/12/2016;Announced on a website;Primary Transit;285.728495;42.65453;336;0.94
Kepler-1542 e;Confirmed;0.166140476;2016;5/12/2016;Announced on a website;Primary Transit;285.728495;42.65453;336;0.94
Kepler-1543 b;Confirmed;0.16855873;2016;5/12/2016;Announced on a website;Primary Transit;297.124312;47.037025;1114;1.39
Kepler-1544 b;Confirmed;0.170976984;2016;5/12/2016;Announced on a website;Primary Transit;297.28499;49.212456;349;0.81
Kepler-1545 b;Confirmed;0.173395238;2016;5/12/2016;Announced on a website;Primary Transit;298.898763;47.463093;688;0.84
Kepler-1546 b;Confirmed;0.175813492;2016;5/12/2016;Announced on a website;Primary Transit;297.583942;41.541227;994;0.95
Kepler-1547 b;Confirmed;0.178231746;2016;5/12/2016;Announced on a website;Primary Transit;283.764074;42.222172;665;1.12
Kepler-1548 b;Confirmed;0.18065;2016;5/12/2016;Announced on a website;Primary Transit;287.471233;46.080666;1150;0.99
Kepler-1549 b;Confirmed;0.183068254;2016;5/12/2016;Announced on a website;Primary Transit;286.052426;39.096053;792;0.88
Kepler-155 b;Confirmed;0.185486508;2014;3/06/2014;Announced on a website;Primary Transit;288.4958192;51.081947;928.6666667;0.58
Kepler-155 c;Confirmed;0.187904762;2014;3/06/2014;Announced on a website;Primary Transit;288.4958192;51.081947;1065.333333;0.58
Kepler-1550 b;Confirmed;0.190323016;2016;5/12/2016;Announced on a website;Primary Transit;287.76456;38.294704;1202;1.07
Kepler-1551 b;Confirmed;0.19274127;2016;5/12/2016;Announced on a website;Primary Transit;295.785514;39.907921;1560;1.14
Kepler-1552 b;Confirmed;0.195159524;2016;5/12/2016;Announced on a website;Primary Transit;291.676831;38.874915;618;0.85
Kepler-1553 b;Confirmed;0.197577778;2016;5/12/2016;Announced on a website;Primary Transit;291.919159;39.022273;719;0.85
Kepler-1554 b;Confirmed;0.199996032;2016;5/12/2016;Announced on a website;Primary Transit;286.576164;41.741473;982;0.84
Kepler-1555 b;Confirmed;0.202414286;2016;5/12/2016;Announced on a website;Primary Transit;287.635473;45.716061;1382;1.04
Kepler-1556 b;Confirmed;0.20483254;2016;5/12/2016;Announced on a website;Primary Transit;288.397002;40.2132;1060;0.97
Kepler-1557 b;Confirmed;0.207250794;2016;5/12/2016;Announced on a website;Primary Transit;293.881413;46.838879;1532;1.11
Kepler-1558 b;Confirmed;0.209669048;2016;5/12/2016;Announced on a website;Primary Transit;286.819367;46.911694;343;0.83
Kepler-1559 b;Confirmed;0.212087302;2016;5/12/2016;Announced on a website;Primary Transit;292.28658;42.072456;580;0.86
Kepler-156 b;Confirmed;0.214505556;2014;3/06/2014;Announced on a website;Primary Transit;290.2965089;37.749489;563;0.913333333
Kepler-156 c;Confirmed;0.21692381;2014;3/06/2014;Announced on a website;Primary Transit;290.2965089;37.749489;546;0.966666667
Kepler-1560 b;Confirmed;0.219342063;2016;5/12/2016;Announced on a website;Primary Transit;292.784608;43.215984;529;1.02
Kepler-1561 b;Confirmed;0.221760317;2016;5/12/2016;Announced on a website;Primary Transit;296.923604;43.566467;993;1.07
Kepler-1562 b;Confirmed;0.224178571;2016;5/12/2016;Announced on a website;Primary Transit;294.455709;46.743614;1315;1.02
Kepler-1563 b;Confirmed;0.226596825;2016;5/12/2016;Announced on a website;Primary Transit;288.573588;51.472755;547;1
Kepler-1564 b;Confirmed;0.229015079;2016;5/12/2016;Announced on a website;Primary Transit;290.586124;46.642689;872;0.93
Kepler-1565 b;Confirmed;0.231433333;2016;5/12/2016;Announced on a website;Primary Transit;297.952967;40.806808;657;0.76
Kepler-1566 b;Confirmed;0.233851587;2016;5/12/2016;Announced on a website;Primary Transit;283.587614;40.574927;511;0.84
Kepler-1567 b;Confirmed;0.236269841;2016;5/12/2016;Announced on a website;Primary Transit;286.6952;40.291819;1226;0.95
Kepler-1568 b;Confirmed;0.238688095;2016;5/12/2016;Announced on a website;Primary Transit;289.182664;47.873383;883;1.09
Kepler-1569 b;Confirmed;0.241106349;2016;5/12/2016;Announced on a website;Primary Transit;292.204706;37.22122;1050;1.25
Kepler-157 b;Confirmed;0.243524603;2014;3/06/2014;Announced on a website;Primary Transit;291.097229;38.87561;903.25;1.1675
Kepler-157 c;Confirmed;0.245942857;2014;3/06/2014;Announced on a website;Primary Transit;291.097229;38.87561;756.5;1.085
Kepler-157 d;Confirmed;0.248361111;2016;5/12/2016;Announced on a website;Primary Transit;291.097229;38.87561;609.75;1.0025
Kepler-1570 b;Confirmed;0.250779365;2016;5/12/2016;Announced on a website;Primary Transit;299.861833;45.827354;463;0.92
Kepler-1571 b;Confirmed;0.253197619;2016;5/12/2016;Announced on a website;Primary Transit;300.935406;45.596546;802;1.23
Kepler-1572 b;Confirmed;0.255615873;2016;5/12/2016;Announced on a website;Primary Transit;281.897275;46.722633;600;0.97
Kepler-1573 b;Confirmed;0.258034127;2016;5/12/2016;Announced on a website;Primary Transit;292.988348;49.48497;1180;1.01
Kepler-1574 b;Confirmed;0.260452381;2016;5/12/2016;Announced on a website;Primary Transit;292.158664;49.63776;1275;1.06
Kepler-1575 b;Confirmed;0.262870635;2016;5/12/2016;Announced on a website;Primary Transit;293.74325;45.761597;1170;0.95
Kepler-1576 b;Confirmed;0.265288889;2016;5/12/2016;Announced on a website;Primary Transit;289.073975;40.366015;539;1.05
Kepler-1577 b;Confirmed;0.267707143;2016;5/12/2016;Announced on a website;Primary Transit;292.955275;47.573105;543;0.78
Kepler-1578 b;Confirmed;0.270125397;2016;5/12/2016;Announced on a website;Primary Transit;288.302;47.775555;1016;0.9
Kepler-1579 b;Confirmed;0.272543651;2016;5/12/2016;Announced on a website;Primary Transit;293.288009;43.514988;466;0.75
Kepler-158 b;Confirmed;0.274961905;2014;3/06/2014;Announced on a website;Primary Transit;284.0322572;39.781349;601.3333333;0.99
Kepler-158 c;Confirmed;0.277380159;2014;3/06/2014;Announced on a website;Primary Transit;284.0322572;39.781349;736.6666667;1.23
Kepler-1580 b;Confirmed;0.279798413;2016;5/12/2016;Announced on a website;Primary Transit;285.968722;41.363559;872;1.47
Kepler-1581 b;Confirmed;0.282216667;2016;5/12/2016;Announced on a website;Primary Transit;287.371261;39.603581;443;1.12
Kepler-1582 b;Confirmed;0.284634921;2016;5/12/2016;Announced on a website;Primary Transit;289.37665;41.158613;112;0.28
Kepler-1583 b;Confirmed;0.287053175;2016;5/12/2016;Announced on a website;Primary Transit;286.386934;47.016628;357;0.94
Kepler-1584 b;Confirmed;0.289471429;2016;5/12/2016;Announced on a website;Primary Transit;287.762683;43.274429;1325;1.1
Kepler-1585 b;Confirmed;0.291889683;2016;5/12/2016;Announced on a website;Primary Transit;296.159005;44.563114;1269;0.94
Kepler-1586 b;Confirmed;0.294307937;2016;5/12/2016;Announced on a website;Primary Transit;298.202609;44.925827;864;1.45
Kepler-1587 b;Confirmed;0.29672619;2016;5/12/2016;Announced on a website;Primary Transit;292.677726;49.66391;907;1.08
Kepler-1588 b;Confirmed;0.299144444;2016;5/12/2016;Announced on a website;Primary Transit;288.232715;48.002178;658;0.96
Kepler-1589 b;Confirmed;0.301562698;2016;5/12/2016;Announced on a website;Primary Transit;294.441792;40.571686;1418;1.18
Kepler-159 b;Confirmed;0.303980952;2014;3/06/2014;Announced on a website;Primary Transit;297.07016;40.868786;1245.333333;1.156666667
Kepler-159 c;Confirmed;0.306399206;2014;3/06/2014;Announced on a website;Primary Transit;297.07016;40.868786;1072.666667;1.133333333
Kepler-1590 b;Confirmed;0.30881746;2016;5/12/2016;Announced on a website;Primary Transit;291.407812;48.017891;900;1.11
Kepler-1591 b;Confirmed;0.311235714;2016;5/12/2016;Announced on a website;Primary Transit;296.516659;44.608608;1090;1.1
Kepler-1592 b;Confirmed;0.313653968;2016;5/12/2016;Announced on a website;Primary Transit;293.850646;38.397749;1349;1.18
Kepler-1593 b;Confirmed;0.316072222;2016;5/12/2016;Announced on a website;Primary Transit;300.48818;44.46067;755;0.81
Kepler-1594 b;Confirmed;0.318490476;2016;5/12/2016;Announced on a website;Primary Transit;293.62309;47.961914;1100;1.06
Kepler-1595 b;Confirmed;0.32090873;2016;5/12/2016;Announced on a website;Primary Transit;285.722721;43.00948;841;0.84
Kepler-1596 b;Confirmed;0.323326984;2016;5/12/2016;Announced on a website;Primary Transit;285.557511;49.330074;1166;0.95
Kepler-1597 b;Confirmed;0.325745238;2016;5/12/2016;Announced on a website;Primary Transit;288.163973;42.481083;1255;1.25
Kepler-1598 b;Confirmed;0.328163492;2016;5/12/2016;Announced on a website;Primary Transit;288.469102;46.78368;734;1.07
Kepler-1599 b;Confirmed;0.330581746;2016;5/12/2016;Announced on a website;Primary Transit;286.220889;41.151251;1004;0.99
Kepler-16 (AB) b;Confirmed;0.333;2011;8/30/2013;Published in a refereed paper;Primary Transit;289.075;51.7575;1001;0.8499
Kepler-160 b;Confirmed;0.63509375;2014;3/06/2014;Announced on a website;Primary Transit;287.7735902;42.869286;998;0.853266667
Kepler-160 c;Confirmed;0.9371875;2014;3/06/2014;Announced on a website;Primary Transit;287.7735902;42.869286;995;0.856633333
Kepler-1600 b;Confirmed;1.23928125;2016;5/12/2016;Announced on a website;Primary Transit;291.399384;38.787752;992;0.86
Kepler-1601 b;Confirmed;1.541375;2016;5/12/2016;Announced on a website;Primary Transit;285.512943;38.079748;660;1.04
Kepler-1602 b;Confirmed;1.84346875;2016;5/12/2016;Announced on a website;Primary Transit;293.580858;40.427478;815;1.22
Kepler-1603 b;Confirmed;2.1455625;2016;5/12/2016;Announced on a website;Primary Transit;295.329843;42.534966;1751;1.21
Kepler-1604 b;Confirmed;2.44765625;2016;5/12/2016;Announced on a website;Primary Transit;285.410633;44.412212;562;0.81
Kepler-1605 b;Confirmed;2.74975;2016;5/12/2016;Announced on a website;Primary Transit;287.134895;47.488621;224;0.86
Kepler-1606 b;Confirmed;3.05184375;2016;5/12/2016;Announced on a website;Primary Transit;286.378264;43.07325;880;0.9
Kepler-1607 b;Confirmed;3.3539375;2016;5/12/2016;Announced on a website;Primary Transit;296.059869;42.656051;735;1.14
Kepler-1608 b;Confirmed;3.65603125;2016;5/12/2016;Announced on a website;Primary Transit;295.563558;39.417606;832;0.75
Kepler-1609 b;Confirmed;3.958125;2016;5/12/2016;Announced on a website;Primary Transit;290.146555;39.665821;1483;1.18
Kepler-161 b;Confirmed;4.26021875;2014;3/06/2014;Announced on a website;Primary Transit;290.5164795;43.083824;1343;0.77
Kepler-161 c;Confirmed;4.5623125;2014;3/06/2014;Announced on a website;Primary Transit;290.5164795;43.083824;1203;0.77
Kepler-1610 b;Confirmed;4.86440625;2016;5/12/2016;Announced on a website;Primary Transit;295.90501;45.405434;1063;0.91
Kepler-1611 b;Confirmed;5.1665;2016;5/12/2016;Announced on a website;Primary Transit;296.512049;49.727764;686;0.94
Kepler-1612 b;Confirmed;5.46859375;2016;5/12/2016;Announced on a website;Primary Transit;291.250279;45.655075;837;0.96
Kepler-1613 b;Confirmed;5.7706875;2016;5/12/2016;Announced on a website;Primary Transit;289.875041;43.420963;855;1.08
Kepler-1614 b;Confirmed;6.07278125;2016;5/12/2016;Announced on a website;Primary Transit;284.871334;49.775913;982;0.79
Kepler-1615 b;Confirmed;6.374875;2016;5/12/2016;Announced on a website;Primary Transit;286.359226;42.227478;940;1.04
Kepler-1616 b;Confirmed;6.67696875;2016;5/12/2016;Announced on a website;Primary Transit;286.543637;45.304874;862;1.21
Kepler-1617 b;Confirmed;6.9790625;2016;5/12/2016;Announced on a website;Primary Transit;287.937219;46.418491;813;1.15
Kepler-1618 b;Confirmed;7.28115625;2016;5/12/2016;Announced on a website;Primary Transit;295.175391;45.930908;1238;1.41
Kepler-1619 b;Confirmed;7.58325;2016;5/12/2016;Announced on a website;Primary Transit;285.703472;44.422001;520;1
Kepler-162 b;Confirmed;7.88534375;2014;3/06/2014;Announced on a website;Primary Transit;297.2789001;43.724018;604.3333333;1.05
Kepler-162 c;Confirmed;8.1874375;2014;3/06/2014;Announced on a website;Primary Transit;297.2789001;43.724018;688.6666667;1.1
Kepler-1620 b;Confirmed;8.48953125;2016;5/12/2016;Announced on a website;Primary Transit;297.270876;46.928417;773;1.15
Kepler-1621 b;Confirmed;8.791625;2016;5/12/2016;Announced on a website;Primary Transit;297.588518;43.841221;1461;1.15
Kepler-1622 b;Confirmed;9.09371875;2016;5/12/2016;Announced on a website;Primary Transit;297.32891;47.815472;927;1.31
Kepler-1623 b;Confirmed;9.3958125;2016;5/12/2016;Announced on a website;Primary Transit;294.082695;39.556103;986;1
Kepler-1624 b;Confirmed;9.69790625;2016;5/12/2016;Announced on a website;Primary Transit;292.57986;37.376411;199;0.5
Kepler-1625 b;Confirmed;10;2016;8/09/2017;Announced on a website;Primary Transit;295.429347;39.886547;1213;0.96
Kepler-1626 b;Confirmed;9.707586207;2016;5/12/2016;Announced on a website;Primary Transit;296.500445;40.72123;1718;1.51
Kepler-1627 b;Confirmed;9.415172414;2016;5/12/2016;Announced on a website;Primary Transit;284.056684;41.576733;311;0.87
Kepler-1628 b;Confirmed;9.122758621;2016;5/12/2016;Announced on a website;Primary Transit;281.6337;43.411579;352;0.55
Kepler-1629 b;Confirmed;8.830344828;2016;5/12/2016;Announced on a website;Primary Transit;280.206621;43.774297;390;1.01
Kepler-163 b;Confirmed;8.537931034;2014;3/06/2014;Announced on a website;Primary Transit;295.0028076;46.987328;352.6666667;0.96
Kepler-163 c;Confirmed;8.245517241;2014;3/06/2014;Announced on a website;Primary Transit;295.0028076;46.987328;315.3333333;0.96
Kepler-1630 b;Confirmed;7.953103448;2016;5/12/2016;Announced on a website;Primary Transit;297.508294;43.710953;278;0.66
Kepler-1631 b;Confirmed;7.660689655;2016;5/12/2016;Announced on a website;Primary Transit;294.63257;43.807671;1190;0.97
Kepler-1632 b;Confirmed;7.368275862;2016;5/12/2016;Announced on a website;Primary Transit;294.494859;43.91362;584;1.12
Kepler-1633 b;Confirmed;7.075862069;2016;5/12/2016;Announced on a website;Primary Transit;288.515202;44.923225;811;1.2
Kepler-1634 b;Confirmed;6.783448276;2016;5/12/2016;Announced on a website;Primary Transit;294.043409;45.139786;654;0.92
Kepler-1635 b;Confirmed;6.491034483;2016;5/12/2016;Announced on a website;Primary Transit;285.348993;45.556183;1084;0.89
Kepler-1636 b;Confirmed;6.19862069;2016;5/12/2016;Announced on a website;Primary Transit;294.057625;46.441031;1567;1.01
Kepler-1637 b;Confirmed;5.906206897;2016;5/12/2016;Announced on a website;Primary Transit;282.236848;48.154297;506;1.02
Kepler-1638 b;Confirmed;5.613793103;2016;5/12/2016;Announced on a website;Primary Transit;295.482407;48.524445;879;0.97
Kepler-1639 b;Confirmed;5.32137931;2016;5/12/2016;Announced on a website;Primary Transit;283.068632;48.802086;1168;1.12
Kepler-164 b;Confirmed;5.028965517;2014;3/06/2014;Announced on a website;Primary Transit;287.7808227;47.629913;1220.75;1.11
Kepler-164 c;Confirmed;4.736551724;2014;3/06/2014;Announced on a website;Primary Transit;287.7808227;47.629913;1273.5;1.11
Kepler-164 d;Confirmed;4.444137931;2014;3/06/2014;Announced on a website;Primary Transit;287.7808227;47.629913;1326.25;1.11
Kepler-1640 b;Confirmed;4.151724138;2016;5/12/2016;Announced on a website;Primary Transit;294.55789;40.850498;1379;1.27
Kepler-1641 b;Confirmed;3.859310345;2016;5/12/2016;Announced on a website;Primary Transit;296.35944;41.574532;961;1.12
Kepler-1641 c;Confirmed;3.566896552;2016;5/12/2016;Announced on a website;Primary Transit;296.35944;41.574532;961;1.12
Kepler-1642 b;Confirmed;3.274482759;2016;5/12/2016;Announced on a website;Primary Transit;297.21216;43.643719;447;0.88
Kepler-1642 c;Confirmed;2.982068966;2016;5/12/2016;Announced on a website;Primary Transit;297.21216;43.643719;447;0.88
Kepler-1643 b;Confirmed;2.689655172;2016;5/12/2016;Announced on a website;Primary Transit;300.431;44.751011;414;0.92
Kepler-1644 b;Confirmed;2.397241379;2016;5/12/2016;Announced on a website;Primary Transit;285.475055;48.034935;592;0.89
Kepler-1645 b;Confirmed;2.104827586;2016;5/12/2016;Announced on a website;Primary Transit;297.479473;48.418571;844;1.02
Kepler-1646 b;Confirmed;1.812413793;2016;5/12/2016;Announced on a website;Primary Transit;287.526422;42.912908;81;0.24
Kepler-1647 (AB) b;Confirmed;1.52;2015;10/14/2016;Published in a refereed paper;Primary Transit;298.15;40.65611113;88.9;2.1885
Kepler-1649 b;Confirmed;1.3686;2017;8/14/2017;Published in a refereed paper;Primary Transit;292.50378;41.830421;96.8;0.219
Kepler-165 b;Confirmed;1.2172;2014;3/06/2014;Announced on a website;Primary Transit;280.6910096;47.809734;104.7;0.254666667
Kepler-165 c;Confirmed;1.0658;2014;3/06/2014;Announced on a website;Primary Transit;280.6910096;47.809734;112.6;0.290333333
Kepler-1650 b;Confirmed;0.9144;2017;8/16/2017;Announced on a website;Primary Transit;297.72925;42.86692;120.5;0.326
Kepler-166 b;Confirmed;0.763;2014;3/06/2014;Announced on a website;Primary Transit;293.1601563;48.881191;165.8;0.4345
Kepler-166 c;Confirmed;0.6116;2014;3/06/2014;Announced on a website;Primary Transit;293.1601563;48.881191;211.1;0.543
Kepler-166 d;Confirmed;0.4602;2016;5/12/2016;Announced on a website;Primary Transit;293.1601563;48.881191;256.4;0.6515
Kepler-167 b;Confirmed;0.3088;2014;3/06/2014;Announced on a website;Primary Transit;292.6584473;38.345413;301.7;0.76
Kepler-167 c;Confirmed;0.1574;2014;3/06/2014;Announced on a website;Primary Transit;292.6584473;38.345413;347;0.76
Kepler-167 d;Confirmed;0.006;2016;3/02/2016;Published in a refereed paper;Primary Transit;292.6584473;38.345413;392.3;0.76
Kepler-167 e;Confirmed;4;2016;3/02/2016;Published in a refereed paper;Primary Transit;292.6584473;38.345413;437.6;0.76
Kepler-168 b;Confirmed;3.80625;2014;3/06/2014;Announced on a website;Primary Transit;294.7101746;39.825104;482.9;0.793333333
Kepler-168 c;Confirmed;3.6125;2014;3/06/2014;Announced on a website;Primary Transit;294.7101746;39.825104;528.2;0.826666667
Kepler-169 b;Confirmed;3.41875;2014;3/06/2014;Announced on a website;Primary Transit;285.999878;40.919331;573.5;0.86
Kepler-169 c;Confirmed;3.225;2014;3/06/2014;Announced on a website;Primary Transit;285.999878;40.919331;618.8;0.86
Kepler-169 d;Confirmed;3.03125;2014;3/06/2014;Announced on a website;Primary Transit;285.999878;40.919331;664.1;0.86
Kepler-169 e;Confirmed;2.8375;2014;3/06/2014;Announced on a website;Primary Transit;285.999878;40.919331;709.4;0.86
Kepler-169 f;Confirmed;2.64375;2014;3/06/2014;Announced on a website;Primary Transit;285.999878;40.919331;754.7;0.86
Kepler-17 b;Confirmed;2.45;2011;10/19/2013;Published in a refereed paper;Primary Transit;298.3958333;47.815;800;1.16
Kepler-170 b;Confirmed;2.333588095;2014;3/06/2014;Announced on a website;Primary Transit;284.5211792;41.629604;785.25;1.11
Kepler-170 c;Confirmed;2.21717619;2014;3/06/2014;Announced on a website;Primary Transit;284.5211792;41.629604;770.5;1.06
Kepler-171 b;Confirmed;2.100764286;2014;3/06/2014;Announced on a website;Primary Transit;296.7719117;41.755539;755.75;1.01
Kepler-171 c;Confirmed;1.984352381;2014;3/06/2014;Announced on a website;Primary Transit;296.7719117;41.755539;741;0.96
Kepler-171 d;Confirmed;1.867940476;2014;3/06/2014;Announced on a website;Primary Transit;296.7719117;41.755539;726.25;0.91
Kepler-172 b;Confirmed;1.751528571;2014;3/06/2014;Announced on a website;Primary Transit;283.3684082;41.821857;711.5;0.86
Kepler-172 c;Confirmed;1.635116667;2014;3/06/2014;Announced on a website;Primary Transit;283.3684082;41.821857;696.75;0.86
Kepler-172 d;Confirmed;1.518704762;2014;3/06/2014;Announced on a website;Primary Transit;283.3684082;41.821857;682;0.86
Kepler-172 e;Confirmed;1.402292857;2014;3/06/2014;Announced on a website;Primary Transit;283.3684082;41.821857;667.25;0.86
Kepler-173 b;Confirmed;1.285880952;2014;3/06/2014;Announced on a website;Primary Transit;294.646698;41.884106;652.5;0.78
Kepler-173 c;Confirmed;1.169469048;2014;3/06/2014;Announced on a website;Primary Transit;294.646698;41.884106;637.75;0.78
Kepler-174 b;Confirmed;1.053057143;2014;3/06/2014;Announced on a website;Primary Transit;287.439209;43.832092;623;0.845
Kepler-174 c;Confirmed;0.936645238;2014;3/06/2014;Announced on a website;Primary Transit;287.439209;43.832092;608.25;0.91
Kepler-174 d;Confirmed;0.820233333;2014;3/06/2014;Announced on a website;Primary Transit;287.439209;43.832092;593.5;0.975
Kepler-175 b;Confirmed;0.703821429;2014;3/06/2014;Announced on a website;Primary Transit;289.5532838;43.876183;578.75;1.04
Kepler-175 c;Confirmed;0.587409524;2014;3/06/2014;Announced on a website;Primary Transit;289.5532838;43.876183;564;1.04
Kepler-176 b;Confirmed;0.470997619;2014;3/06/2014;Announced on a website;Primary Transit;294.6679688;43.85326;549.25;1.018
Kepler-176 c;Confirmed;0.354585714;2014;3/06/2014;Announced on a website;Primary Transit;294.6679688;43.85326;534.5;0.996
Kepler-176 d;Confirmed;0.23817381;2014;3/06/2014;Announced on a website;Primary Transit;294.6679688;43.85326;519.75;0.974
Kepler-176 e;Confirmed;0.121761905;2016;5/12/2016;Announced on a website;Primary Transit;294.6679688;43.85326;505;0.952
Kepler-177 b;Confirmed;0.00535;2013;12/20/2013;Published in a refereed paper;Primary Transit;286.0458;45.0533;490.25;0.93
Kepler-177 c;Confirmed;0.0198;2013;12/20/2013;Published in a refereed paper;Primary Transit;286.0458;45.0533;475.5;0.93
Kepler-178 b;Confirmed;0.020102555;2014;3/06/2014;Announced on a website;Primary Transit;287.1010742;46.896477;460.75;0.937
Kepler-178 c;Confirmed;0.02040511;2014;3/06/2014;Announced on a website;Primary Transit;287.1010742;46.896477;446;0.944
Kepler-178 d;Confirmed;0.020707665;2014;3/06/2014;Announced on a website;Primary Transit;287.1010742;46.896477;431.25;0.951
Kepler-179 b;Confirmed;0.021010219;2014;3/06/2014;Announced on a website;Primary Transit;298.6637268;47.762043;416.5;0.958
Kepler-179 c;Confirmed;0.021312774;2014;3/06/2014;Announced on a website;Primary Transit;298.6637268;47.762043;401.75;0.965
Kepler-18 b;Confirmed;0.021615329;2011;11/05/2013;Published in a refereed paper;Primary Transit;298.0791667;44.7463889;387;0.972
